year,rank,rider_name,country,team,rider_total_time
1923,45,Charles Arnulf,Francia,Touriste-Routier,954909.0
1923,46,Marcel Simonet,Francia,Touriste-Routier,956885.0
1923,47,Maurice Protin,Bélgica,Touriste-Routier,961756.0
1923,48,Daniel Masson,Francia,Touriste-Routier,974797.0
1924,1,Ottavio Bottecchia,Italia,,814701.0
1924,2,Nicolas Frantz,Luxemburgo,,816837.0
1924,3,Lucien Buysse,Bélgica,,820234.0
1924,4,Bartolomeo Aimo,Italia,,820268.0
1924,5,Théophile Beeckman,Bélgica,,822573.0
1924,6,Joseph Muller,Francia,,824034.0
1924,7,Arsène Alancourt,Francia,,824392.0
1924,8,Romain Bellenger,Francia,,824970.0
1924,9,Omer Huyse,Bélgica,,825394.0
1924,10,Hector Tiberghien,Bélgica,,825805.0
1924,11,Philippe Thys,Bélgica,,826425.0
1924,12,Georges Cuvelier,Francia,,826806.0
1924,13,Ermano Vallazza,Italia,,828405.0
1924,14,Jean Alavoine,Francia,,828846.0
1924,15,Gaston Degy,Francia,,833409.0
1924,16,Raymond Englebert,Bélgica,,833912.0
1924,17,Alfons Standaert,Bélgica,,835209.0
1924,18,Louis Mottiat,Bélgica,,835960.0
1924,19,Ottavio Pratesi,Italia,Touriste-Routier,836305.0
1924,20,Lucien Rich,Francia,,837882.0
1924,21,Émile Hardy,Bélgica,,838894.0
1924,22,Henri Touzard,Francia,Touriste-Routier,839357.0
1924,23,Eugène Dhers,Francia,,840598.0
1924,24,Henri Ferrara,Francia,Touriste-Routier,842572.0
1924,25,Félix Goethals,Francia,,843505.0
1924,26,Maurice Arnoult,Francia,Touriste-Routier,859687.0
1924,27,René Wendels,Bélgica,Touriste-Routier,862415.0
1924,28,Charles Parel,Suiza,Touriste-Routier,868129.0
1924,29,Charles Cento,Francia,Touriste-Routier,869679.0
1924,30,Jaime Janer,España,Touriste-Routier,870149.0
1924,31,Giovanni Rossignoli,Italia,Touriste-Routier,871997.0
1924,32,Giuseppe Ruffoni,Italia,Touriste-Routier,873012.0
1924,33,Marie Aubry,Francia,Touriste-Routier,875459.0
1924,34,Enrico Sala,Italia,Touriste-Routier,883510.0
1924,35,Jean Martinet,Suiza,Touriste-Routier,883800.0
1924,36,Luigi Vertemati,Italia,Touriste-Routier,888399.0
1924,37,Antoine Riera,Francia,Touriste-Routier,890628.0
1924,38,Paul Denis,Francia,Touriste-Routier,894611.0
1924,39,Jean Garby,Francia,Touriste-Routier,895658.0
1924,40,Henri Catelan,Francia,Touriste-Routier,895662.0
1924,41,Angelo Erba,Italia,Touriste-Routier,898827.0
1924,42,Victorino Otero,España,Touriste-Routier,901492.0
1924,43,Robert Loret,Francia,Touriste-Routier,913631.0
1924,44,Henri Rubert,Francia,Touriste-Routier,913684.0
1924,45,Félix Richard,Francia,Touriste-Routier,914262.0
1924,46,Vincenzo Bianco,Italia,Touriste-Routier,915035.0
1924,47,Emmanuele Luigi,Italia,Touriste-Routier,916958.0
1924,48,Maurice Protin,Bélgica,Touriste-Routier,919464.0
1924,49,Georges Kamm,Francia,Touriste-Routier,919611.0
1924,50,Mosè Arosio,Italia,Touriste-Routier,922036.0
1924,51,Lucien Prudhomme,Francia,Touriste-Routier,924968.0
1924,52,Augusto Rho,Italia,Touriste-Routier,936028.0
1924,53,Felice Di Gaetano,Italia,Touriste-Routier,943076.0
1924,54,Alfred Hersard,Francia,Touriste-Routier,946866.0
1924,55,Laurent Devalle,Mónaco,Touriste-Routier,947098.0
1924,56,Henri Miège,Suiza,Touriste-Routier,951596.0
1924,57,Adrien Toussaint,Francia,Touriste-Routier,964150.0
1924,58,François Chevalier,Francia,Touriste-Routier,970545.0
1924,59,Louis Millo,Francia,Touriste-Routier,976200.0
1924,60,Victor Lafosse,Francia,Touriste-Routier,977426.0
1925,1,Ottavio Bottecchia,Italia,Automoto,789018.0
1925,2,Lucien Buysse,Bélgica,Automoto,792278.0
1925,3,Bartolomeo Aimo,Italia,Alcyon,792415.0
1925,4,Nicolas Frantz,Luxemburgo,Alcyon,793302.0
1925,5,Albert Dejonghe,Bélgica,J.B. Louvet,794280.0
1925,6,Théophile Beeckman,Bélgica,Thomann,797701.0
1925,7,Omer Huyse,Bélgica,Armor,798236.0
1925,8,Auguste Verdyck,Bélgica,Christophe,798894.0
1925,9,Félix Sellier,Bélgica,Alcyon,798977.0
1925,10,Federico Gay,Italia,Meteore,803781.0
1925,11,Romain Bellenger,Francia,Alcyon,804988.0
1925,12,Adelin Benoit,Bélgica,Thomann,805652.0
1925,13,Jean Alavoine,Francia,J.Alavoine,805806.0
1925,14,Hector Martin,Bélgica,J.B. Louvet,806342.0
1925,15,Jules Buysse,Bélgica,Automoto,807471.0
1925,16,Léon Despontin,Bélgica,Touriste,808705.0
1925,17,Emile Hardy,Bélgica,Christophe,812959.0
1925,18,Eugène Christophe,Francia,J.B. Louvet,813949.0
1925,19,Giovanni Rossignoli,Italia,Touriste,815311.0
1925,20,Raymond Englebert,Bélgica,Labor,816024.0
1925,21,Michele Gordini,Italia,Touriste,816118.0
1925,22,Emile Masson Sr.,Bélgica,Alcyon,821136.0
1925,23,Eugène Dhers,Francia,Touriste,823474.0
1925,24,Henri Touzard,Francia,Touriste,823704.0
1925,25,Alfonso Piccin,Italia,Christophe,824262.0
1925,26,Angelo Gremo,Italia,Meteore,824730.0
1925,27,Giovanni Canova,Italia,Touriste,826508.0
1925,28,Arturo Bresciani,Italia,Meteore,827341.0
1925,29,Charles Martinet,Suiza,Touriste,831731.0
1925,30,Maurice Arnoult,Francia,Touriste,833782.0
1925,31,Louis Mottiat,Bélgica,Alcyon,837432.0
1925,32,Mosé Arosio,Italia,Touriste,844415.0
1925,33,Umberto Berni,Italia,Touriste,845977.0
1925,34,Charles Roux,Francia,Touriste,846536.0
1925,35,Alfons Standaert,Bélgica,Labor,847177.0
1925,36,Vincenzo Bianco,Italia,Touriste,850954.0
1925,37,Charles Loew,Francia,Touriste,857428.0
1925,38,Antoine Riera,Francia,Touriste,857870.0
1925,39,Henri Rubert,Francia,Touriste,863389.0
1925,40,Charles Krier,Luxemburgo,Touriste,865858.0
1925,41,Charles Cento,Francia,Touriste,872112.0
1925,42,Roger Lacolle,Francia,Meteore,873792.0
1925,43,Edouard Teisseire,Francia,Touriste,880356.0
1925,44,Henri Miège,Suiza,Touriste,882074.0
1925,45,Edouard Petre,Francia,Touriste,887039.0
1925,46,Lucien Prudhomme,Francia,Touriste,887283.0
1925,47,Arthur Hendryckx,Bélgica,Touriste,898594.0
1925,48,François Chevalier,Francia,Touriste,912894.0
1925,49,Fernand Besnier,Francia,Touriste,919268.0
1926,1,Lucien Buysse,Bélgica,Automoto–Hutchinson,859465.0
1926,2,Nicolas Frantz,Luxemburgo,Alcyon–Dunlop,864410.0
1926,3,Bartolomeo Aimo,Italia,Alcyon–Dunlop,864436.0
1926,4,Théophile Beeckman,Bélgica,Armor–Dunlop,865699.0
1926,5,Félix Sellier,Bélgica,Alcyon–Dunlop,866018.0
1926,6,Albert Dejonghe,Bélgica,J.B. Louvet – Wolber,866440.0
1926,7,Léon Parmentier,Bélgica,Jean Louvet – Hutchinson,867225.0
1926,8,Georges Cuvelier,Francia,Meteore–Wolber,868377.0
1926,9,Jules Buysse,Bélgica,Automoto–Hutchinson,868888.0
1926,10,Marcel Bidot,Francia,Thomann–Dunlop,869899.0
1926,11,Odile Tailleu,Bélgica,J.B. Louvet – Wolber,870813.0
1926,12,Joseph Van Dam,Bélgica,Automoto–Hutchinson,873900.0
1926,13,Omer Huyse,Bélgica,Automoto–Hutchinson,874309.0
1926,14,Camille Van de Casteele,Bélgica,J.B. Louvet – Wolber,875564.0
1926,15,Aimé Dossche,Bélgica,Christophe–Hutchinson,878864.0
1926,16,Emile Hardy,Bélgica,Christophe–Hutchinson,881205.0
1926,17,Raymond Englebert,Bélgica,Alcyon–Dunlop,881255.0
1926,18,Henri Colle,Suiza,Jean Louvet – Hutchinson,885300.0
1926,19,Georges Detreille,Francia,Meteore–Wolber,887562.0
1926,20,Omer Vermeulen,Bélgica,Meteore–Wolber,887649.0
1926,21,Giovanni Rossignoli,Italia,,889674.0
1926,22,Alfons Standaert,Bélgica,Armor–Dunlop,894087.0
1926,23,Benoit Faure,Francia,Meteore–Wolber,894009.0
1926,24,Henri Touzard,Francia,,894059.0
1926,25,Léon Devos,Bélgica,Thomann–Dunlop,895788.0
1926,26,Jan Mertens,Bélgica,Labor–Dunlop,897090.0
1926,27,Paul Duboc,Francia,,897312.0
1926,28,Louis Delannoy,Bélgica,Labor–Dunlop,897934.0
1926,29,Eugène Dhers,Francia,,900641.0
1926,30,Carlo Longoni,Italia,,902121.0
1926,31,Charles Martinet,Suiza,,906038.0
1926,32,Fernand Saive,Bélgica,Meteore–Wolber,909864.0
1926,33,Maurice Arnoult,Francia,,911357.0
1926,34,Henri Catelan,Francia,,916677.0
1926,35,Mosé Arosio,Italia,,921415.0
1926,36,Fernand Moulet,Francia,Meteore–Wolber,924308.0
1926,37,Alfred Francini,Italia,,925370.0
1926,38,Edouard Teisseire,Francia,,928722.0
1926,39,Henri Ferrara,Francia,,935087.0
1926,40,Jules Gillard,Suiza,,941529.0
1926,41,André Drobecq,Francia,,949408.0
1927,1,Nicolas Frantz,Luxemburgo,Alcyon–Dunlop,713802.0
1927,2,Maurice De Waele,Bélgica,Labor–Dunlop,720303.0
1927,3,Julien Vervaecke,Bélgica,Armor–Dunlop,722508.0
1927,4,André Leducq,Francia,Thomann–Dunlop,724727.0
1927,5,Adelin Benoit,Bélgica,Alcyon–Dunlop,730903.0
1927,6,Antonin Magne,Francia,Alleluia–Wolber,731105.0
1927,7,Pé Verhaegen,Bélgica,J.B. Louvet,736518.0
1927,8,Julien Moineau,Francia,Alleluia–Wolber,737579.0
1927,9,Hector Martin,Bélgica,J.B. Louvet,739456.0
1927,10,Maurice Geldhof,Bélgica,J.B. Louvet,739964.0
1927,11,Raymond Decorte,Bélgica,J.B. Louvet,743634.0
1927,12,Louis Muller,Bélgica,Armor–Dunlop,744271.0
1927,13,Jan Debusschere,Bélgica,Alcyon–Dunlop,752918.0
1927,14,Gustaaf Van Slembrouck,Bélgica,J.B. Louvet,753516.0
1927,15,Pierre Magne,Francia,Alleluia–Wolber,757759.0
1927,16,Louis Delannoy,Bélgica,Labor–Dunlop,762284.0
1927,17,Jos Hemelsoet,Bélgica,J.B. Louvet,764700.0
1927,18,Secondo Martinetto,Italia,Touriste-Routier,766434.0
1927,19,Henri Touzard,Francia,Touriste-Routier,768285.0
1927,20,José Pelletier,Francia,Touriste-Routier,770950.0
1927,21,Maurice Arnoult,Francia,Touriste-Routier,771703.0
1927,22,Charles Martinet,Suiza,Touriste-Routier,774618.0
1927,23,Albert Jordens,Bélgica,Touriste-Routier,776130.0
1927,24,Michele Gordini,Italia,Touriste-Routier,776273.0
1927,25,Giovanni Canova,Italia,Touriste-Routier,778174.0
1927,26,André Devauchelle,Francia,Alleluia–Wolber,778732.0
1927,27,Charles Krier,Luxemburgo,Touriste-Routier,788354.0
1927,28,Léon Despontin,Bélgica,Touriste-Routier,790304.0
1927,29,Giuseppe Rivella,Italia,Touriste-Routier,793868.0
1927,30,Marcel Gendrin,Francia,Touriste-Routier,794237.0
1927,31,Omer Mahy,Bélgica,Touriste-Routier,794671.0
1927,32,Giovanni Rossignoli,Italia,Touriste-Routier,794880.0
1927,33,Camille Segers,Bélgica,Touriste-Routier,796157.0
1927,34,Edoaurd Teisseire,Francia,Touriste-Routier,800201.0
1927,35,Jules Nempon,Francia,Touriste-Routier,806147.0
1927,36,Amand Goubert,Francia,Touriste-Routier,811269.0
1927,37,André Drobecq,Francia,Touriste-Routier,811622.0
1927,38,Pierre Claes,Bélgica,Touriste-Routier,818941.0
1927,39,Jacques Pfister,Francia,Touriste-Routier,822033.0
1928,1,Nicolas Frantz,Luxemburgo,Alcyon–Dunlop,694138.0
1928,2,André Leducq,Francia,Alcyon–Dunlop,697145.0
1928,3,Maurice De Waele,Bélgica,Alcyon–Dunlop,697514.0
1928,4,Jan Mertens,Bélgica,Thomann–Dunlop,698896.0
1928,5,Julien Vervaecke,Bélgica,Armor–Dunlop,700950.0
1928,6,Antonin Magne,Francia,Alleluia–Wolber,702180.0
1928,7,Victor Fontan,Francia,Elvish–Wolber,712605.0
1928,8,Marcel Bidot,Francia,Alleluia–Wolber,713246.0
1928,9,Marcel Huot,Francia,Alleluia–Wolber,714391.0
1928,10,Pierre Magne,Francia,Alleluia–Wolber,714618.0
1928,11,Joseph Mauclair,Francia,Armor–Dunlop,714779.0
1928,12,Gaston Rebry,Bélgica,Alcyon–Dunlop,715362.0
1928,13,Louis Delannoy,Bélgica,Armor–Dunlop,716433.0
1928,14,Camille Van de Casteele,Bélgica,J.B. Louvet-Hutchinson,718913.0
1928,15,Salvador Cardona,España,Elvish–Wolber,721365.0
1928,16,Pé Verhaegen,Bélgica,J.B. Louvet-Hutchinson,721734.0
1928,17,Julien Moineau,Francia,Alleluia–Wolber,723141.0
1928,18,Hubert Opperman,Australia,Ravat-Wonder-Dunlop,725003.0
1928,19,Désiré Louesse,Bélgica,Alcyon–Dunlop,728179.0
1928,20,Odiel Taillieu,Bélgica,J.B. Louvet-Hutchinson,731536.0
1928,21,Jean Mouveroux,Francia,Fontan-Wolber,733131.0
1928,22,Jean Bidot,Francia,Alleluia–Wolber,733528.0
1928,23,Marcel Autaa,Francia,Fontan-Wolber,736298.0
1928,24,Raymond Decorte,Bélgica,J.B. Louvet-Hutchinson,738960.0
1928,25,Paul Filliat,Francia,South-East France,751254.0
1928,26,Raphael Calmette,Francia,Fontan-Wolber,751446.0
1928,27,Maurice Arnoult,Francia,Normandy,753242.0
1928,28,Harry Watson,Nueva Zelanda,Ravat-Wonder-Dunlop,754950.0
1928,29,Lucien Laval,Francia,Elvish–Wolber,754973.0
1928,30,Marcel Colleu,Francia,Alsace-Lorraine,755579.0
1928,31,Amand Goubert,Francia,North France,761958.0
1928,32,René Hamel,Francia,J.B. Louvet-Hutchinson,763156.0
1928,33,Paul Delbart,Francia,Champagne,765615.0
1928,34,Henri François,Francia,Champagne,766304.0
1928,35,Fernand Moulet,Francia,Champagne,766759.0
1928,36,Raphael Dupau,Francia,Fontan-Wolber,769012.0
1928,37,François Menta,Francia,Côte d'Azur,770070.0
1928,38,Percy Osborn,Australia,Ravat-Wonder-Dunlop,773447.0
1928,39,Fernand Fayolle,Francia,Côte d'Azur,780668.0
1928,40,Lucien Lange,Francia,Alsace-Lorraine,785995.0
1928,41,Edouard Persin,Francia,Champagne,791117.0
1929,1,Maurice De Waele,Bélgica,Alcyon,671955.0
1929,2,Giuseppe Pancera,Italia,La Rafale,674618.0
1929,3,Joseph Demuysere,Bélgica,Lucifer,675385.0
1929,4,Salvador Cardona,España,Fontan–Wolber,675421.0
1929,5,Nicolas Frantz,Luxemburgo,Alcyon,675435.0
1929,6,Louis Delannoy,Bélgica,La Française,675924.0
1929,7,Antonin Magne,Francia,Alleluia–Wolber,676035.0
1929,8,Julien Vervaecke,Bélgica,Alcyon,679252.0
1929,9,Pierre Magne,Francia,Alleluia–Wolber,679335.0
1929,10,Gaston Rebry,Bélgica,Alcyon,680224.0
1929,11,André Leducq,Francia,Alcyon,680646.0
1929,12,Frans Bonduel,Bélgica,Dilecta-Wolber,682310.0
1929,13,Désiré Louesse,Bélgica,Fontan–Wolber,682332.0
1929,14,Bernard Van Rysselberghe,Bélgica,Dilecta-Wolber,683138.0
1929,15,Benoit Faure,Francia,Touriste-Routier,684764.0
1929,16,Marcel Bidot,Francia,La Française,685204.0
1929,17,Armand Van Bruaene,Bélgica,De Dion Bouton-Wolber,687069.0
1929,18,Charles Govaert,Bélgica,Elvish-Wolber,687219.0
1929,19,Francis Bouillet,Francia,Lucifer,690426.0
1929,20,Ernest Neuhard,Francia,De Dion Bouton-Wolber,692667.0
1929,21,Omer Taverne,Bélgica,Touriste-Routier,692934.0
1929,22,Léon Chene,Francia,Alleluia–Wolber,693562.0
1929,23,Jules Merviel,Francia,La Rafale,693857.0
1929,24,Mario Pomposi,Italia,Dilecta-Wolber,694404.0
1929,25,Georges Laloup,Francia,Touriste-Routier,695405.0
1929,26,Settimo Innocenti,Italia,La Rafale,696188.0
1929,27,Julien Perrain,Francia,Elvish-Wolber,702660.0
1929,28,Charles Pélissier,Francia,J.B. Louvet-Wolber,703998.0
1929,29,Georges Berton,Francia,Touriste-Routier,704105.0
1929,30,Roger Gregoire,Francia,Lucifer,707370.0
1929,31,Hector Denis,Francia,Touriste-Routier,709540.0
1929,32,Charles Martinet,Suiza,Touriste-Routier,709935.0
1929,33,Auguste Encrine,Francia,Touriste-Routier,713492.0
1929,34,Albert Jordens,Bélgica,Touriste-Routier,713665.0
1929,35,Adrien Plautin,Francia,Touriste-Routier,713766.0
1929,36,Jean Preuss,Francia,Touriste-Routier,715991.0
1929,37,Guerrino Canova,Italia,Touriste-Routier,716513.0
1929,38,François Moreels,Francia,Touriste-Routier,717450.0
1929,39,Henri Touzard,Francia,Touriste-Routier,717659.0
1929,40,Roger Lebas,Francia,Touriste-Routier,719268.0
1929,41,Marcel Mazeyrat,Francia,Touriste-Routier,720398.0
1929,42,Leopold Boisselle,Francia,Touriste-Routier,721744.0
1929,43,Guy Bariffi,Suiza,Touriste-Routier,722809.0
1929,44,Paul Delbart,Francia,Touriste-Routier,726331.0
1929,45,Henri Thomas,Francia,Touriste-Routier,731213.0
1929,46,Robert Recordon,Suiza,Touriste-Routier,731765.0
1929,47,Eugène Greau,Francia,Touriste-Routier,732542.0
1929,48,Edouard Teisseire,Francia,Touriste-Routier,733745.0
1929,49,Battista Berardi,Italia,Touriste-Routier,741211.0
1929,50,Georges Petit,Francia,Touriste-Routier,743834.0
1929,51,Eugen Werner,Suiza,Touriste-Routier,748772.0
1929,52,Marcel Masson,Francia,Touriste-Routier,750730.0
1929,53,Henri Prevost,Francia,Touriste-Routier,752047.0
1929,54,Marcel Gendrin,Francia,Touriste-Routier,752648.0
1929,55,François Ondet,Francia,Touriste-Routier,752955.0
1929,56,Charles Cottalorda,Francia,Touriste-Routier,755128.0
1929,57,Emile Faillu,Francia,Touriste-Routier,761396.0
1929,58,Paul Denis,Francia,Touriste-Routier,763032.0
1929,59,Marcel Ilpide,Francia,Touriste-Routier,766085.0
1929,60,André Leger,Francia,Touriste-Routier,785830.0
1930,1,André Leducq,Francia,France,619936.0
1930,2,Learco Guerra,Italia,Italy,620789.0
1930,3,Antonin Magne,Francia,France,620899.0
1930,4,Jef Demuysere,Bélgica,Belgium,621230.0
1930,5,Marcel Bidot,Francia,France,622414.0
1930,6,Pierre Magne,Francia,France,622678.0
1930,7,Frans Bonduel,Bélgica,Belgium,623315.0
1930,8,Benoît Faure,Francia,Touriste-routier (South-East),623450.0
1930,9,Charles Pélissier,Francia,France,623813.0
1930,10,Adolf Schön,Alemania,Germany,624835.0
1930,11,Louis Delannoy,Bélgica,Belgium,625179.0
1930,12,Aimé Dossche,Bélgica,Belgium,625230.0
1930,13,Oskar Thierbach,Alemania,Germany,625670.0
1930,14,Louis Peglion,Francia,Touriste-routier (Provence),626190.0
1930,15,Jan Mertens,Bélgica,Belgium,626500.0
1930,16,Salvador Cardona,España,Spain,627119.0
1930,17,Valeriano Riera,España,Spain,628525.0
1930,18,Marcel Mazeyrat,Francia,Touriste-routier (South-East),628659.0
1930,19,Georges Laloup,Bélgica,Belgium,629033.0
1930,20,Giuseppe Pancera,Italia,Italy,629167.0
1930,21,Jules Merviel,Francia,France,629758.0
1930,22,Felix Manthey,Alemania,Germany,631373.0
1930,23,Georges Berton,Francia,Touriste-routier (Champagne),631767.0
1930,24,Vicente Trueba,España,Spain,631775.0
1930,25,François Moreels,Francia,Touriste-routier (Ile de France),631966.0
1930,26,Jean Goulême,Francia,Touriste-routier (Midi),632927.0
1930,27,Francisco Cepeda,España,Spain,634023.0
1930,28,François Ondet,Francia,Touriste-routier,634736.0
1930,29,Louis Bajard,Francia,Touriste-Routier (South-East),634885.0
1930,30,Omer Taverne,Bélgica,Belgium,635768.0
1930,31,Marco Giuntelli,Italia,Italy,636826.0
1930,32,Auguste Encrine,Francia,Touriste-routier (Côte d'Azur),637490.0
1930,33,Alfred Siegel,Alemania,Germany,637606.0
1930,34,Juan Mateu,España,Spain,638611.0
1930,35,Lucien Laval,Francia,Touriste-routier,640438.0
1930,36,Jose Trueba,España,Spain,643203.0
1930,37,Henri Touzard,Francia,Touriste-routier (Normandy),644219.0
1930,38,Pierre Jouel,Francia,Touriste-routier,644609.0
1930,39,Adrien Plautin,Francia,Touriste-routier (Midi),644930.0
1930,40,Léopold Boisselle,Francia,Touriste-routier,645733.0
1930,41,Fernand Robache,Francia,Touriste-routier,648019.0
1930,42,Henri Gottrand,Francia,Touriste-routier (Ile de France),648674.0
1930,43,Amand Goubert,Francia,Touriste-routier (North),649391.0
1930,44,Paul Delbart,Francia,Touriste-routier (Champagne),649410.0
1930,45,Jean Martinet,Suiza,Touriste-routier,650171.0
1930,46,Henri Prévost,Francia,Touriste-routier,650174.0
1930,47,Marcel Tissier,Francia,Touriste-routier,652029.0
1930,48,Battista Berardi,Italia,Touriste-routier (Côte d'Azur),652969.0
1930,49,Guy Bariffi,Suiza,Touriste-routier (Champagne),653514.0
1930,50,Lucien Lange,Francia,Touriste-routier (Alsace-Lorraine),657190.0
1930,51,Marcel Masson,Francia,Touriste-routier (Normandy),657200.0
1930,52,Édouard Teisseire,Francia,Touriste-routier (Provence),657340.0
1930,53,Jean Ampurias,Francia,Touriste-routier (Côte d'Azur),658385.0
1930,54,Charles Cottalorda,Francia,Touriste-routier (Côte d'Azur),662505.0
1930,55,Paulin Lanteri,Francia,Touriste-routier,662860.0
1930,56,Émile Faillu,Francia,Touriste-routier (Ile de France),666591.0
1930,57,Georges Petit,Francia,Touriste-routier,671190.0
1930,58,Pierre Bobo,Francia,Touriste-routier (Midi),672571.0
1930,59,Marcel Ilpide,Francia,Touriste-routier (Midi),674554.0
1931,1,Antonin Magne,Francia,France,637803.0
1931,2,Jef Demuysere,Bélgica,Belgium,638579.0
1931,3,Antonio Pesenti,Italia,Italy,639174.0
1931,4,Gaston Rebry,Bélgica,Belgium,640603.0
1931,5,Maurice De Waele,Bélgica,Belgium,640789.0
1931,6,Julien Vervaecke,Bélgica,Belgium,642014.0
1931,7,Louis Peglion,Francia,France,642516.0
1931,8,Erich Metze,Alemania,Germany,642662.0
1931,9,Albert Büchi,Suiza,Australia/Switzerland,643172.0
1931,10,André Leducq,Francia,France,643211.0
1931,11,Oskar Thierbach,Alemania,Germany,643446.0
1931,12,Hubert Opperman,Australia,Australia/Switzerland,643606.0
1931,13,Benoît Fauré,Francia,France,643841.0
1931,14,Charles Pélissier,Francia,France,644114.0
1931,15,Max Bulla,Austria,Touriste-routier,644495.0
1931,16,Kurt Stöpel,Alemania,Germany,645361.0
1931,17,Rafaele Di Paco,Italia,Italy,645674.0
1931,18,Alfons Schepers,Bélgica,Belgium,645930.0
1931,19,Ludwig Geyer,Alemania,Germany,645985.0
1931,20,Herbert Sieronski,Alemania,Germany,646423.0
1931,21,Roger Pipoz,Suiza,Australia/Switzerland,646522.0
1931,22,Hermann Buse,Alemania,Germany,646705.0
1931,23,Alfred Siegel,Alemania,Germany,647169.0
1931,24,Marius Guiramand,Francia,Touriste-routier,648942.0
1931,25,Michele Orecchia,Italia,Italy,649169.0
1931,26,André Van Vierst,Francia,Touriste-routier,650627.0
1931,27,Joseph Mauclair,Francia,France,651085.0
1931,28,Louis Bajard,Francia,Touriste-routier,652565.0
1931,29,Fernand Fayolle,Francia,Touriste-routier,653461.0
1931,30,Fabio Battesini,Italia,Italy,654586.0
1931,31,Lazare Venot,Francia,Touriste-routier,654727.0
1931,32,Jean Maréchal,Francia,France,654798.0
1931,33,Julius Goedhuys,Bélgica,Touriste-routier,655032.0
1931,34,François Henri,Francia,Touriste-routier,656583.0
1931,35,Richard Lamb,Australia,Australia/Switzerland,661029.0
1932,1,André Leducq,Francia,France,555109.0
1932,2,Kurt Stöpel,Alemania,Germany/Austria,556552.0
1932,3,Francesco Camusso,Italia,Italy,556690.0
1932,4,Antonio Pesenti,Italia,Italy,557337.0
1932,5,Georges Ronsse,Bélgica,Belgium,557573.0
1932,6,Frans Bonduel,Bélgica,Belgium,557822.0
1932,7,Oskar Thierbach,Alemania,Germany/Austria,558633.0
1932,8,Jef Demuysere,Bélgica,Belgium,558913.0
1932,9,Luigi Barral,Italia,Touriste-routier,559126.0
1932,10,Georges Speicher,Francia,France,559226.0
1932,11,Albert Büchi,Suiza,Switzerland,559522.0
1932,12,Benoît Fauré,Francia,Touriste-Routier,559561.0
1932,13,Jean Aerts,Bélgica,Belgium,559693.0
1932,14,Michele Orecchia,Italia,Italy,559834.0
1932,15,Georges Lemaire,Bélgica,Belgium,559867.0
1932,16,Maurice Archambaud,Francia,France,560236.0
1932,17,Jan Wauters,Bélgica,Touriste-Routier,560470.0
1932,18,René Bernard,Francia,Touriste-Routier,560837.0
1932,19,Max Bulla,Austria,Germany/Austria,561012.0
1932,20,Gaston Rebry,Bélgica,Belgium,561050.0
